item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
40,2,Tortilla Chips with Guacamole,snack,Tortilla Chips with Guacamole,"snack,comfort_food","comfort_food, snack",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Tortilla Chips with Guacamole. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: snack. Tortilla Chips with Guacamole. Item tags: comfort_food, snack. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
41,2,Chicken Wings,"lunch, dinner",chicken wings,"comfort_food,dinner,snack,fried","comfort_food, dinner, fried, snack",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Chicken Wings. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. chicken wings. Item tags: comfort_food, dinner, fried, snack. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
42,2,Caesar Salad,"lunch, dinner",Caesar Salad,"vegetarian,lunch,dinner,healthy","dinner, healthy, lunch, vegetarian",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Caesar Salad. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Caesar Salad. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
43,2,Caprese Salad,"lunch, dinner",Caprese Salad,"vegetarian,healthy,dinner,lunch","dinner, healthy, lunch, vegetarian",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Caprese Salad. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Caprese Salad. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
44,2,Grilled Chicken Salad,"lunch, dinner",Grilled Chicken Salad,"lunch,dinner,high_protein,healthy","dinner, healthy, high_protein, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Grilled Chicken Salad. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Grilled Chicken Salad. Item tags: dinner, healthy, high_protein, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
45,2,Crispy Buffalo Chicken Salad,"lunch, dinner",Crispy Buffalo Chicken Salad,"lunch,dinner,comfort_food,spicy","comfort_food, dinner, lunch, spicy",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Crispy Buffalo Chicken Salad. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Crispy Buffalo Chicken Salad. Item tags: comfort_food, dinner, lunch, spicy. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
46,2,Crispy Chicken Caesar Salad,"lunch, dinner",Crispy Chicken Caesar Salad,"lunch,dinner,comfort_food","comfort_food, dinner, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Crispy Chicken Caesar Salad. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Crispy Chicken Caesar Salad. Item tags: comfort_food, dinner, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
47,2,Tomato Basil Soup,"lunch, dinner",Tomato Basil Soup,"vegetarian,healthy,lunch,dinner","dinner, healthy, lunch, vegetarian",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Tomato Basil Soup. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Tomato Basil Soup. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
48,2,BLT-A Sandwich,"lunch, dinner","Bacon, lettuce, tomato and avocado sandwich","lunch,dinner,comfort_food","comfort_food, dinner, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","BLT-A Sandwich. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Bacon, lettuce, tomato and avocado sandwich. Item tags: comfort_food, dinner, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
49,2,Vegetable Cheesesteak,"lunch, dinner","Vegetable Cheesesteak with grilled portobello mushrooms, onions, peppers, vegan cheese and vegan pesto","vegetarian,vegan,dinner","dinner, vegan, vegetarian",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Vegetable Cheesesteak. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Vegetable Cheesesteak with grilled portobello mushrooms, onions, peppers, vegan cheese and vegan pesto. Item tags: dinner, vegan, vegetarian. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
50,2,Buffalo Chicken Wrap,"lunch, dinner","Buffalo Chicken Wrap with crispy chicken, lettuce, tomato, shredded cheese and ranch","comfort_food,lunch,dinner,high_protein,fried,spicy","comfort_food, dinner, fried, high_protein, lunch, spicy",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Buffalo Chicken Wrap. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Buffalo Chicken Wrap with crispy chicken, lettuce, tomato, shredded cheese and ranch. Item tags: comfort_food, dinner, fried, high_protein, lunch, spicy. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
51,2,Buffalo Shrimp Wrap,"lunch, dinner","Buffalo Shrimp Wrap with Crispy Shrimp tossed in Buffalo Sauce, Lettuce, Tomato, Shredded Monterey  Jack Cheese and Ranch","comfort_food,lunch,dinner,fried,spicy","comfort_food, dinner, fried, lunch, spicy",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Buffalo Shrimp Wrap. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Buffalo Shrimp Wrap with Crispy Shrimp tossed in Buffalo Sauce, Lettuce, Tomato, Shredded Monterey  Jack Cheese and Ranch. Item tags: comfort_food, dinner, fried, lunch, spicy. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
52,2,Chicken Caesar Wrap,"lunch, dinner","Chicken Caesar Wrap with sliced grilled chicken, romaine lettuce, parmesan, and tomatoes","lunch,dinner,comfort_food,high_protein","comfort_food, dinner, high_protein, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Chicken Caesar Wrap. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Chicken Caesar Wrap with sliced grilled chicken, romaine lettuce, parmesan, and tomatoes. Item tags: comfort_food, dinner, high_protein, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
53,2,Chicken Philly,"lunch, dinner","Sauteed grilled chicken with peppers, onions, provolone chees on a hoagie","dinner,lunch,comfort_food,gluten,dairy","comfort_food, dairy, dinner, gluten, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Chicken Philly. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Sauteed grilled chicken with peppers, onions, provolone chees on a hoagie. Item tags: comfort_food, dairy, dinner, gluten, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
54,2,Southern Fried Chicken Sandwich,"lunch, dinner","Southern Fried Chicken Sandwich with shredded lettuce, dill pickles, and mayo","fried,comfort_food,lunch,dinner","comfort_food, dinner, fried, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Southern Fried Chicken Sandwich. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Southern Fried Chicken Sandwich with shredded lettuce, dill pickles, and mayo. Item tags: comfort_food, dinner, fried, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
55,2,Grilled Chicken Parm Sandwich,"lunch, dinner","Grilled Chicken Parm Sandwich with provolone, spinach, and red sauce","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Grilled Chicken Parm Sandwich. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Grilled Chicken Parm Sandwich with provolone, spinach, and red sauce. Item tags: comfort_food, dinner, gluten. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
56,2,Grilled Chicken Sandwich,"lunch, dinner","Grilled Chicken Sandwich with lettuce, tomato, onion, cheese, pickle","lunch,dinner,comfort_food","comfort_food, dinner, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Grilled Chicken Sandwich. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Grilled Chicken Sandwich with lettuce, tomato, onion, cheese, pickle. Item tags: comfort_food, dinner, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
57,2,Philly Cheesesteak,"lunch, dinner","Philly Cheesesteak with melty provolone, grilled onions, and peppers","dinner,comfort_food,gluten,dairy","comfort_food, dairy, dinner, gluten",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Philly Cheesesteak. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Philly Cheesesteak with melty provolone, grilled onions, and peppers. Item tags: comfort_food, dairy, dinner, gluten. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
58,2,Turkey Grinder,"lunch, dinner",Turkey Grinder with smoked gouda on sourdough with arugula and sundried tomato aioli,"lunch,dinner,comfort_food,gluten,dairy","comfort_food, dairy, dinner, gluten, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Turkey Grinder. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Turkey Grinder with smoked gouda on sourdough with arugula and sundried tomato aioli. Item tags: comfort_food, dairy, dinner, gluten, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
59,2,Grilled Cheese,"lunch, dinner","Grilled Cheese with provolone, gouda, and american cheese","dairy,comfort_food,lunch,dinner","comfort_food, dairy, dinner, lunch",Gothic Grill,West Campus,Bryan Center,11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat),american,"Gothic Grill offers small plates, soups, sandwiches, salads, tacos, burgers, pizza, and local ice cream! Alchemy: Alchemy is Gothic Grill's bar establishment-open 4pm-close, seven days a week!","burgers,dinner,late night,pizza,tacos,dessert,bar","Grilled Cheese. Available at Gothic Grill (american cuisine) in Bryan Center on West Campus campus. Hours: 11 am - Midnight (sun - thur); 11 am - 1 am (fri - sat). Served during: lunch, dinner. Grilled Cheese with provolone, gouda, and american cheese. Item tags: comfort_food, dairy, dinner, lunch. Venue tags: burgers,dinner,late night,pizza,tacos,dessert,bar. "
